"Step 1","Step 2","Step 3","User Name","title","Bin Category","Quarter-Year","Week Number","Week Start Date","Week End Date","Count"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","RD005517","ABC District Manager","Power User","2022Q4","Week 2","2022-10-08","2022-10-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","RD005517","ABC District Manager","Power User","2023Q3","Week 4","2023-07-22","2023-07-28","1"
"/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Average Recovery","/shared/Enterprise Analytics/_portal/Net Net Average Recovery","EI077699","NSC IT Senior BI Engineer","Power User","2024Q2","Week 9","2024-05-27","2024-06-02","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","RH009861","ABC District Manager","Power User","2023Q4","Week 4","2023-10-22","2023-10-28","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","RR010256","National Accounts Pricing Specialist","Power User","2022Q4","Week 3","2022-10-15","2022-10-21","1"
"/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Average Recovery","/shared/Enterprise Analytics/_portal/Sales and GP","CC029811","Sr Manager, Enterprise Analytics Engineering","Power User","2023Q3","Week 4","2023-07-22","2023-07-28","1"
"/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Average Sell Price","/shared/Enterprise Analytics/_portal/Sales and GP","RB009545","ABC Branch Manager","Power User","2024Q2","Week 8","2024-05-20","2024-05-26","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","SF020889","ABC District Manager","Power User","2022Q4","Week 6","2022-11-05","2022-11-11","1"
"/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Average Sell Price","/shared/Enterprise Analytics/_portal/Sales and GP","SB033105","ABC Branch Manager","Power User","2024Q2","Week 4","2024-04-22","2024-04-28","1"
"/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Average Sell Price","/shared/Enterprise Analytics/_portal/Supplier Mix","JH021141","ABC Branch Manager","Power User","2024Q2","Week 2","2024-04-08","2024-04-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","SF020889","ABC District Manager","Power User","2023Q4","Week 4","2023-10-22","2023-10-28","1"
"/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","AS078353","ABC Branch Manager","Power User","2023Q3","Week 2","2023-07-08","2023-07-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","SF020889","ABC District Manager","Power User","2024Q1","Week 7","2024-02-12","2024-02-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","SF020889","ABC District Manager","Power User","2024Q1","Week 8","2024-02-19","2024-02-25","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","SF020889","ABC District Manager","Power User","2024Q2","Week 12","2024-06-17","2024-06-23","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","SF020889","ABC District Manager","Power User","2024Q2","Week 3","2024-04-15","2024-04-21","1"
"/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","DM016736","ABC Inven/Purch Admin","Regular User","2023Q4","Week 7","2023-11-12","2023-11-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","SF020889","ABC District Manager","Power User","2024Q4","Week 7","2024-11-12","2024-11-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","SG004115","ABC District Manager","Power User","2024Q2","Week 10","2024-06-03","2024-06-09","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","SP002266","Director of General Accounting","Power User","2023Q4","Week 2","2023-10-08","2023-10-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","SS009246","ABC District Manager","Power User","2022Q3","Week 3","2022-07-15","2022-07-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","SS009246","ABC District Manager","Power User","2024Q1","Week 11","2024-03-11","2024-03-17","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","TB002497","ABC District Manager","Power User","2022Q4","Week 3","2022-10-15","2022-10-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","TB002497","ABC District Manager","Power User","2022Q4","Week 4","2022-10-22","2022-10-28","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","TB002497","ABC District Manager","Power User","2024Q2","Week 1","2024-04-01","2024-04-07","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","TB002497","ABC District Manager","Power User","2024Q2","Week 2","2024-04-08","2024-04-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","TB002497","ABC District Manager","Power User","2024Q2","Week 3","2024-04-15","2024-04-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","TF021018","Vice President SE Region","Power User","2023Q1","Week 1","2023-01-01","2023-01-07","1"
"/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","KM034613","ABC Branch Manager","Power User","2023Q2","Week 11","2023-06-10","2023-06-16","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","TF021018","Vice President SE Region","Power User","2023Q1","Week 3","2023-01-15","2023-01-21","1"
"/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","LG203940","T&C Purchasing Manager","Regular User","2024Q4","Week 6","2024-11-05","2024-11-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","TF021018","Vice President SE Region","Power User","2023Q2","Week 2","2023-04-08","2023-04-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","TF021018","Vice President SE Region","Power User","2023Q2","Week 6","2023-05-06","2023-05-12","1"
"/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","RC077874","Merchandising Analyst Lead","Power User","2024Q1","Week 8","2024-02-19","2024-02-25","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","TF021018","Vice President SE Region","Power User","2023Q3","Week 2","2023-07-08","2023-07-14","1"
"/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","YJ035555","ABC Branch Manager","Power User","2023Q2","Week 13","2023-06-24","2023-06-30","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","TF021018","Vice President SE Region","Power User","2024Q1","Week 2","2024-01-08","2024-01-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","TF021018","Vice President SE Region","Power User","2024Q1","Week 3","2024-01-15","2024-01-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","TF021018","Vice President SE Region","Power User","2024Q2","Week 5","2024-04-29","2024-05-05","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","TK070924","Sr Quality Assurance Analyst","Power User","2022Q3","Week 7","2022-08-12","2022-08-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","TM026438","NSC Senior Manager Accounting - Incentives","Regular User","2023Q4","Week 2","2023-10-08","2023-10-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","WA019330","Controller","Power User","2022Q2","Week 7","2022-05-13","2022-05-19","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","WA019330","Controller","Power User","2022Q4","Week 11","2022-12-10","2022-12-16","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","WA019330","Controller","Power User","2023Q2","Week 10","2023-06-03","2023-06-09","1"
"/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Average Sell Price","SM054005","ABC Branch Manager","Regular User","2024Q2","Week 3","2024-04-15","2024-04-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Analytics","AJ020884","ABC District Manager","Power User","2022Q3","Week 9","2022-08-26","2022-09-01","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Analytics","AW018002","Enterprise Analytics Manager","Power User","2022Q3","Week 7","2022-08-12","2022-08-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Analytics","EI077699","NSC IT Senior BI Engineer","Power User","2022Q2","Week 10","2022-06-03","2022-06-09","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Analytics","GT005424","Business Development Manager","Power User","2022Q3","Week 2","2022-07-08","2022-07-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Analytics","JJ021471","ABC District Manager","Power User","2022Q4","Week 4","2022-10-22","2022-10-28","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Analytics","LT022003","ABC District Manager","Power User","2022Q4","Week 3","2022-10-15","2022-10-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Analytics","MC014643","Controller","Power User","2022Q2","Week 6","2022-05-06","2022-05-12","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Analytics","MJ035369","EA Product Owner Manager","Power User","2023Q1","Week 4","2023-01-22","2023-01-28","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Analytics","ML020833","ABC District Manager","Power User","2022Q2","Week 9","2022-05-27","2022-06-02","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Analytics","MM041206","VP of Merchandising","Power User","2022Q3","Week 9","2022-08-26","2022-09-01","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Analytics","MM041206","VP of Merchandising","Power User","2022Q4","Week 11","2022-12-10","2022-12-16","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Analytics","NB003906","Business Manager - Steep Slope, Low Slope, Solar","Power User","2022Q2","Week 13","2022-06-24","2022-06-30","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Analytics","NB003906","Business Manager - Steep Slope, Low Slope, Solar","Power User","2022Q2","Week 6","2022-05-06","2022-05-12","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Analytics","PA020877","ABC District Manager","Power User","2022Q3","Week 2","2022-07-08","2022-07-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Analytics","PA020877","ABC District Manager","Power User","2022Q3","Week 9","2022-08-26","2022-09-01","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Analytics","RD005517","ABC District Manager","Power User","2022Q3","Week 6","2022-08-05","2022-08-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Analytics","SG004115","ABC District Manager","Power User","2022Q4","Week 6","2022-11-05","2022-11-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","AM026049","ABC District Manager","Power User","2023Q3","Week 1","2023-07-01","2023-07-07","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","AM026049","ABC District Manager","Power User","2024Q1","Week 13","2024-03-25","2024-03-31","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","AM026049","ABC District Manager","Power User","2024Q2","Week 11","2024-06-10","2024-06-16","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","AM026049","ABC District Manager","Power User","2024Q2","Week 3","2024-04-15","2024-04-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","AM026049","ABC District Manager","Power User","2024Q4","Week 3","2024-10-15","2024-10-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","AM026049","ABC District Manager","Power User","2024Q4","Week 7","2024-11-12","2024-11-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","AW018002","Enterprise Analytics Manager","Power User","2023Q2","Week 9","2023-05-27","2023-06-02","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","BV059710","Merchandising Manager - Siding","Power User","2024Q2","Week 8","2024-05-20","2024-05-26","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","DW011315","ABC District Manager","Power User","2024Q2","Week 2","2024-04-08","2024-04-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","GP069024","Director Enterprise Planning & Analysis","Power User","2023Q3","Week 8","2023-08-19","2023-08-25","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","GP069024","Director Enterprise Planning & Analysis","Power User","2023Q3","Week 9","2023-08-26","2023-09-01","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","GP069024","Director Enterprise Planning & Analysis","Power User","2023Q4","Week 11","2023-12-10","2023-12-16","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","GP069024","Director Enterprise Planning & Analysis","Power User","2024Q2","Week 3","2024-04-15","2024-04-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","GP069024","Director Enterprise Planning & Analysis","Power User","2024Q4","Week 5","2024-10-29","2024-11-04","1"
"/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Pricing Analytics","AK028645","ABC Branch Manager","Regular User","2023Q2","Week 5","2023-04-29","2023-05-05","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","KB002230","Business Manager - All Products","Power User","2024Q2","Week 3","2024-04-15","2024-04-21","1"
"/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Pricing Analytics","CM014049","ABC Branch Manager","Regular User","2024Q2","Week 2","2024-04-08","2024-04-14","1"
"/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Pricing Analytics","JP018809","ABC Branch Manager","Power User","2023Q2","Week 4","2023-04-22","2023-04-28","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","KC005395","ABC District Manager","Power User","2023Q3","Week 5","2023-07-29","2023-08-04","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","LT022003","ABC District Manager","Power User","2023Q3","Week 9","2023-08-26","2023-09-01","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","LT022003","ABC District Manager","Power User","2024Q1","Week 9","2024-02-26","2024-03-03","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","LT022003","ABC District Manager","Power User","2024Q2","Week 7","2024-05-13","2024-05-19","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","ML020833","ABC District Manager","Power User","2023Q3","Week 5","2023-07-29","2023-08-04","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","ML020833","ABC District Manager","Power User","2024Q1","Week 10","2024-03-04","2024-03-10","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","MM041206","VP of Merchandising","Power User","2024Q4","Week 4","2024-10-22","2024-10-28","1"
"/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Pricing Analytics","JP018809","ABC Branch Manager","Power User","2024Q1","Week 7","2024-02-12","2024-02-18","1"
"/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Pricing Analytics","JR005223","Enterprise Training Specialist","Regular User","2023Q3","Week 12","2023-09-16","2023-09-22","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Regional Analytics/Northeast Region/Branch Share/All NE Branches/Square Sales by Customer - Asphalt Shingles","AW018002","Enterprise Analytics Manager","Power User","2024Q1","Week 4","2024-01-22","2024-01-28","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Regional Analytics/Northeast Region/Branch Share/All NE Branches/Square Sales by Customer - Asphalt Shingles","EB002942","ABC District Manager","Power User","2024Q2","Week 3","2024-04-15","2024-04-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Regional Analytics/Northeast Region/Branch Share/All NE Branches/Square Sales by Customer - Asphalt Shingles","MC014643","Controller","Power User","2022Q4","Week 6","2022-11-05","2022-11-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Regional Analytics/Northeast Region/Region Share/Level 4 Inventory Finder/Level 4 Inventory Finder","CL085848","Business Analyst","Power User","2023Q2","Week 6","2023-05-06","2023-05-12","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Invoice Summary/Invoice Summary Dashboard","JM058859","ABC Branch Manager","Power User","2024Q4","Week 12","2024-12-17","2024-12-23","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Invoice Summary/Invoice Summary Dashboard","JS024654","ABC Branch Manager","Power User","2024Q4","Week 3","2024-10-15","2024-10-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","AS078353","ABC Branch Manager","Power User","2024Q1","Week 4","2024-01-22","2024-01-28","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","BC060000","Pricing Analyst Lead","Power User","2023Q2","Week 13","2023-06-24","2023-06-30","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","BW033277","ABC Branch Manager","Power User","2024Q4","Week 7","2024-11-12","2024-11-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","CC029811","Sr Manager, Enterprise Analytics Engineering","Power User","2023Q3","Week 13","2023-09-23","2023-09-29","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","CF029873","ABC Branch Manager","Power User","2023Q4","Week 2","2023-10-08","2023-10-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","DG014907","ABC Branch Manager","Power User","2023Q3","Week 11","2023-09-09","2023-09-15","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","DH030795","ABC Branch Manager","Power User","2024Q1","Week 9","2024-02-26","2024-03-03","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","EM010891","ABC Branch Manager","Regular User","2023Q2","Week 5","2023-04-29","2023-05-05","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","JD026051","ABC Branch Manager","Power User","2023Q2","Week 10","2023-06-03","2023-06-09","1"
